ActualName,tmean1962bi,tmean196201,tmean196202,tmean196203,tmean196204,tmean196205,tmean196206,tmean196207,tmean196208,tmean196209,tmean196210,tmean196211,tmean196212,tmean1963bi,tmean196301,tmean196302,tmean196303,tmean196304,tmean196305,tmean196306,tmean196307,tmean196308,tmean196309,tmean196310,tmean196311,tmean196312,tmean1964bi,tmean196401,tmean196402,tmean196403,tmean196404,tmean196405,tmean196406,tmean196407,tmean196408,tmean196409,tmean196410,tmean196411,tmean196412,tmean1965bi,tmean196501,tmean196502,tmean196503,tmean196504,tmean196505,tmean196506,tmean196507,tmean196508,tmean196509,tmean196510,tmean196511,tmean196512,tmean1966bi,tmean196601,tmean196602,tmean196603,tmean196604,tmean196605,tmean196606,tmean196607,tmean196608,tmean196609,tmean196610,tmean196611,tmean196612,tmean1967bi,tmean196701,tmean196702,tmean196703,tmean196704,tmean196705,tmean196706,tmean196707,tmean196708,tmean196709,tmean196710,tmean196711,tmean196712,tmean1968bi,tmean196801,tmean196802,tmean196803,tmean196804,tmean196805,tmean196806,tmean196807,tmean196808,tmean196809,tmean196810,tmean196811,tmean196812,tmean1969bi,tmean196901,tmean196902,tmean196903,tmean196904,tmean196905,tmean196906,tmean196907,tmean196908,tmean196909,tmean196910,tmean196911,tmean196912,tmean1970bi,tmean197001,tmean197002,tmean197003,tmean197004,tmean197005,tmean197006,tmean197007,tmean197008,tmean197009,tmean197010,tmean197011,tmean197012,tmean1971bi,tmean197101,tmean197102,tmean197103,tmean197104,tmean197105,tmean197106,tmean197107,tmean197108,tmean197109,tmean197110,tmean197111,tmean197112,tmean1972bi,tmean197201,tmean197202,tmean197203,tmean197204,tmean197205,tmean197206,tmean197207,tmean197208,tmean197209,tmean197210,tmean197211,tmean197212,tmean1973bi,tmean197301,tmean197302,tmean197303,tmean197304,tmean197305,tmean197306,tmean197307,tmean197308,tmean197309,tmean197310,tmean197311,tmean197312,tmean1974bi,tmean197401,tmean197402,tmean197403,tmean197404,tmean197405,tmean197406,tmean197407,tmean197408,tmean197409,tmean197410,tmean197411,tmean197412,tmean1975bi,tmean197501,tmean197502,tmean197503,tmean197504,tmean197505,tmean197506,tmean197507,tmean197508,tmean197509,tmean197510,tmean197511,tmean197512,tmean1976bi,tmean197601,tmean197602,tmean197603,tmean197604,tmean197605,tmean197606,tmean197607,tmean197608,tmean197609,tmean197610,tmean197611,tmean197612,tmean1977bi,tmean197701,tmean197702,tmean197703,tmean197704,tmean197705,tmean197706,tmean197707,tmean197708,tmean197709,tmean197710,tmean197711,tmean197712,tmean1978bi,tmean197801,tmean197802,tmean197803,tmean197804,tmean197805,tmean197806,tmean197807,tmean197808,tmean197809,tmean197810,tmean197811,tmean197812,tmean1979bi,tmean197901,tmean197902,tmean197903,tmean197904,tmean197905,tmean197906,tmean197907,tmean197908,tmean197909,tmean197910,tmean197911,tmean197912,tmean1980bi,tmean198001,tmean198002,tmean198003,tmean198004,tmean198005,tmean198006,tmean198007,tmean198008,tmean198009,tmean198010,tmean198011,tmean198012,tmean198101,tmean198102,tmean198103,tmean198104,tmean198105,tmean198106,tmean198107,tmean198108,tmean198109,tmean198110,tmean198111,tmean198112,tmean198201,tmean198202,tmean198203,tmean198204,tmean198205,tmean198206,tmean198207,tmean198208,tmean198209,tmean198210,tmean198211,tmean198212,tmean198301,tmean198302,tmean198303,tmean198304,tmean198305,tmean198306,tmean198307,tmean198308,tmean198309,tmean198310,tmean198311,tmean198312,tmean198401,tmean198402,tmean198403,tmean198404,tmean198405,tmean198406,tmean198407,tmean198408,tmean198409,tmean198410,tmean198411,tmean198412,tmean198501,tmean198502,tmean198503,tmean198504,tmean198505,tmean198506,tmean198507,tmean198508,tmean198509,tmean198510,tmean198511,tmean198512,tmean198601,tmean198602,tmean198603,tmean198604,tmean198605,tmean198606,tmean198607,tmean198608,tmean198609,tmean198610,tmean198611,tmean198612,tmean198701,tmean198702,tmean198703,tmean198704,tmean198705,tmean198706,tmean198707,tmean198708,tmean198709,tmean198710,tmean198711,tmean198712,tmean198801,tmean198802,tmean198803,tmean198804,tmean198805,tmean198806,tmean198807,tmean198808,tmean198809,tmean198810,tmean198811,tmean198812,tmean198901,tmean198902,tmean198903,tmean198904,tmean198905,tmean198906,tmean198907,tmean198908,tmean198909,tmean198910,tmean198911,tmean198912,tmean199001,tmean199002,tmean199003,tmean199004,tmean199005,tmean199006,tmean199007,tmean199008,tmean199009,tmean199010,tmean199011,tmean199012,tmean199101,tmean199102,tmean199103,tmean199104,tmean199105,tmean199106,tmean199107,tmean199108,tmean199109,tmean199110,tmean199111,tmean199112,tmean199201,tmean199202,tmean199203,tmean199204,tmean199205,tmean199206,tmean199207,tmean199208,tmean199209,tmean199210,tmean199211,tmean199212,tmean199301,tmean199302,tmean199303,tmean199304,tmean199305,tmean199306,tmean199307,tmean199308,tmean199309,tmean199310,tmean199311,tmean199312,tmean199401,tmean199402,tmean199403,tmean199404,tmean199405,tmean199406,tmean199407,tmean199408,tmean199409,tmean199410,tmean199411,tmean199412,tmean199501,tmean199502,tmean199503,tmean199504,tmean199505,tmean199506,tmean199507,tmean199508,tmean199509,tmean199510,tmean199511,tmean199512,tmean199601,tmean199602,tmean199603,tmean199604,tmean199605,tmean199606,tmean199607,tmean199608,tmean199609,tmean199610,tmean199611,tmean199612,tmean199701,tmean199702,tmean199703,tmean199704,tmean199705,tmean199706,tmean199707,tmean199708,tmean199709,tmean199710,tmean199711,tmean199712,tmean199801,tmean199802,tmean199803,tmean199804,tmean199805,tmean199806,tmean199807,tmean199808,tmean199809,tmean199810,tmean199811,tmean199812,tmean199901,tmean199902,tmean199903,tmean199904,tmean199905,tmean199906,tmean199907,tmean199908,tmean199909,tmean199910,tmean199911,tmean199912,tmean200001,tmean200002,tmean200003,tmean200004,tmean200005,tmean200006,tmean200007,tmean200008,tmean200009,tmean200010,tmean200011,tmean200012,tmean200101,tmean200102,tmean200103,tmean200104,tmean200105,tmean200106,tmean200107,tmean200108,tmean200109,tmean200110,tmean200111,tmean200112,tmean200201,tmean200202,tmean200203,tmean200204,tmean200205,tmean200206,tmean200207,tmean200208,tmean200209,tmean200210,tmean200211,tmean200212,tmean200301,tmean200302,tmean200303,tmean200304,tmean200305,tmean200306,tmean200307,tmean200308,tmean200309,tmean200310,tmean200311,tmean200312,tmean200401,tmean200402,tmean200403,tmean200404,tmean200405,tmean200406,tmean200407,tmean200408,tmean200409,tmean200410,tmean200411,tmean200412,tmean200501,tmean200502,tmean200503,tmean200504,tmean200505,tmean200506,tmean200507,tmean200508,tmean200509,tmean200510,tmean200511,tmean200512,tmean200601,tmean200602,tmean200603,tmean200604,tmean200605,tmean200606,tmean200607,tmean200608,tmean200609,tmean200610,tmean200611,tmean200612,tmean200701,tmean200702,tmean200703,tmean200704,tmean200705,tmean200706,tmean200707,tmean200708,tmean200709,tmean200710,tmean200711,tmean200712,tmean200801,tmean200802,tmean200803,tmean200804,tmean200805,tmean200806,tmean200807,tmean200808,tmean200809,tmean200810,tmean200811,tmean200812,tmean200901,tmean200902,tmean200903,tmean200904,tmean200905,tmean200906,tmean200907,tmean200908,tmean200909,tmean200910,tmean200911,tmean200912,tmean201001,tmean201002,tmean201003,tmean201004,tmean201005,tmean201006,tmean201007,tmean201008,tmean201009,tmean201010,tmean201011,tmean201012,tmean201101,tmean201102,tmean201103,tmean201104,tmean201105,tmean201106,tmean201107,tmean201108,tmean201109,tmean201110,tmean201111,tmean201112,tmean201201,tmean201202,tmean201203,tmean201204,tmean201205,tmean201206,tmean201207,tmean201208,tmean201209,tmean201210,tmean201211,tmean201212,tmean201301,tmean201302,tmean201303,tmean201304,tmean201305,tmean201306,tmean201307,tmean201308,tmean201309,tmean201310,tmean201311,tmean201312,tmean201401,tmean201402,tmean201403,tmean201404,tmean201405,tmean201406,tmean201407,tmean201408,tmean201409,tmean201410,tmean201411,tmean201412,tmean201501,tmean201502,tmean201503,tmean201504,tmean201505,tmean201506,tmean201507,tmean201508,tmean201509,tmean201510,tmean201511,tmean201512
Mt Whitney,-2.735416889,-10.23999977,-11.17000008,-12.67999935,-3.269999981,-4.650000095,2.855000019,5.420000076,6.130000114,4.069999695,-0.224999905,-3.230000019,-5.840000153,-3.185791731,-8.335000038,-7.110000134,-11.86499977,-9.869999886,-1.86500001,-0.075000048,5.369999886,5.174999714,3.704999924,-0.25,-5.795000076,-7.309999943,-3.892291546,-10.52000046,-9.93500042,-12.16499901,-7.820000172,-4.085000038,1.239999771,6.174999714,6.340000153,2.045000076,1.839999914,-9.619999886,-10.21000004,-3.492249966,-9.409999847,-9.164999962,-9.684999466,-7.684999943,-4.394999981,0.294999838,5.545000076,5.350000382,0.259999991,1.234999895,-5.244999886,-9.010000229,-2.013041496,-11.52999973,-11.73999977,-7.139999867,-3.03000021,1.035000086,3.474999905,5.90500021,7.440000057,3.184999943,0.439999819,-4.539999962,-7.654999733,-2.746124983,-7.914999962,-7.650000095,-9.305000305,-12.41499996,-2.924999952,0.340000153,7.990000248,8.815000534,3.680000067,0.555000067,-2.994999886,-11.13499928,-2.517041683,-8.994999886,-7.90500021,-8.349999428,-6.195000172,-1.539999962,4.75,7.275000095,3.769999981,3.809999943,-0.325000048,-5.815000057,-10.6949997,-2.819791794,-9.069999695,-12.65500069,-10.88000011,-5.920000076,-0.11500001,1.069999933,6.605000019,8.295000076,4.854999542,-3.710000038,-4.519999981,-7.800000191,-2.989000082,-9.444999695,-9.130000114,-9.034999847,-10.04500008,-0.629999876,3.1650002,6.240000248,7.109999657,2.384999991,-1.605000019,-3.929999828,-10.94999981,-3.264958382,-7.78000021,-9.010000229,-7.509999752,-7.230000019,-5.315000057,2.525000095,7.309999943,7.585000038,3.284999847,-3.870000362,-6.164999962,-13.01000023,-2.586583376,-8.630000114,-7.934999943,-4.365000248,-5.764999867,-0.954999924,3.850000143,8.215000153,6,1.435000181,-4.65500021,-8.125,-10.10999966,-3.062000036,-11.125,-10.10999966,-11.90500069,-7.519999981,-0.105000019,4.180000305,6.739999771,5.789999962,3.15500021,-0.440000057,-7.849999905,-7.549999714,-2.91566658,-11.38500023,-10.72500038,-9.039999962,-8.380000114,-0.770000219,4.81499958,6.050000191,5.820000172,5.539999962,-1.664999962,-5.929999828,-9.309999466,-3.468791723,-8.135000229,-10.96000004,-11.51500034,-11.81000042,-3.254999638,2.845000029,6.559999943,5.305000305,4.145000458,-2.744999886,-5.434999943,-6.639999867,-2.747999907,-7.835000038,-8.954999924,-10.02000046,-8.385000229,-0.299999952,2.634999991,6.179999828,2.319999933,1.579999924,-1.535000086,-2.684999943,-6,-2.564541578,-9.75,-7.554999828,-12.29999924,-4.210000038,-7.145000458,4.519999981,6.355000019,6.574999809,2.055000067,0.480000019,-3.454999924,-6.355000019,-3.289750099,-9.494999886,-10.19000053,-7.505000114,-8.960000038,-3.639999867,2.914999723,6.095000267,6.53000021,1,1.879999876,-7.720000267,-10.39500046,-2.759208441,-12,-11.33500004,-9,-6.514999867,-1.09499979,3.400000095,6.125,4.56499958,5.054999828,-0.299999952,-6.315000057,-5.704999924,-2.501083374,-8.114999771,-8.065000534,-10.53499985,-5.974999905,-4.684999943,1.204999924,6.534999847,5.880000114,3.384999991,-0.154999971,-4.424999714,-5.065000057,-7.295000076,-8.140000343,-9.909999847,-4.449999809,-1.5,6.275000095,7.114999771,7.585000038,4.160000324,-3.559999943,-4.850000382,-6.605000019,-11.13000011,-8.805000305,-10.97999954,-7.035000324,-1.36500001,1.680000067,5.085000038,5.755000114,1.444999933,-2.494999886,-7.489999771,-9.079999924,-8.354999542,-9.569999695,-9.940000534,-9.204999924,-2.449999809,2.539999962,4.345000267,4.704999924,4.585000038,-1,-6.930000305,-8.274999619,-7.070000172,-8.960000038,-6.920000076,-6.809999943,1.720000029,3.15500021,7.434999943,6.389999867,4.755000114,-3.729999781,-7.929999828,-11.03999996,-9.774999619,-9.824999809,-10.69999981,-3.194999933,-1.294999838,5.454999924,7.855000019,6.150000095,0.354999781,-1.224999905,-7.809999943,-7.284999847,-5.084999561,-8.829999924,-6.474999905,-5.355000019,-0.430000067,5.460000038,5.460000038,7.825000286,0.134999991,-2.224999905,-4.409999847,-7.71999979,-10.63500023,-10.13500023,-9.944999695,-2.644999981,-1.345000029,4.525000095,4.089999676,6.590000153,4.144999981,1.524999857,-6.445000172,-11.34500027,-9.375,-7.195000172,-7.420000076,-4.909999847,-1.564999819,3.730000019,8.789999962,7.125,4.854999542,3.559999943,-5.400000095,-8.900000572,-10.63500023,-10.57499981,-6.414999962,-1.470000029,-0.964999914,4.140000343,9.175000191,6.065000057,3.425000191,-1.255000114,-2.025000095,-5.759999752,-8.619999886,-10.87000084,-6.495000362,-3.269999743,-2.134999991,4.245000362,8.005000114,5.894999981,4.710000038,1.035000086,-3.660000086,-11.16499996,-6.900000095,-4.889999867,-11.78000069,-6.724999905,-4.779999733,3.284999847,7.455000401,6.269999981,5.984999657,2.720000267,-3.555000305,-7.100000382,-5.81499958,-7.385000229,-8.420000076,-2.265000105,2.024999857,3.095000267,4.909999847,6.68500042,4.220000267,1.569999933,-5.795000076,-11.50999928,-10.77999973,-10.98999977,-6.899999619,-4.824999809,-0.654999971,2.224999905,5.524999619,5.630000114,3.339999914,-0.185000181,-4.764999867,-6.115000248,-7.295000076,-11.61499977,-5.115000248,-4.574999809,-1.560000181,6.050000191,9.350000382,8.569999695,3.065000057,-1.829999924,-10.26499939,-8.960000038,-11.51000023,-6.15500021,-9.909999847,-6.675000191,-3.960000038,1.029999971,7.104999542,6.699999809,5.194999695,2.065000057,-1.420000076,-7.734999657,-7.524999619,-9.164999962,-7.960000038,-3.925000191,-0.454999924,4.960000038,8.779999733,8.005000114,3.930000067,-1.059999943,-5.639999867,-7.050000191,-10.07499981,-9.239999771,-5.46999979,-5.295000076,1.384999752,3.304999828,6.420000076,7.059999943,4.699999809,-0.929999828,-5.699999809,-9.470000267,-9.699999809,-13.0699997,-8.25,-9.159999847,-5.680000305,0.569999933,7.985000134,7.465000153,2.695000172,-2.104999781,-5.775000095,-8.109999657,-6.989999771,-9.460000038,-8.859999657,-8.18999958,-0.529999971,3.9599998,7.150000095,5.670000076,4.860000134,2.99000001,-2.975000143,-6.360000134,-8.06000042,-10.09000015,-8.404999733,-3.720000267,1.139999867,5.75,7.079999924,7.28000021,4.515000343,-2.335000038,-8.534999847,-5.090000153,-10.70499992,-12.18499947,-7.349999905,-7.399999619,2.704999924,5.574999809,6.119999886,8.789999962,5.529999733,2.345000029,-5.204999924,-10.49499989,-9.460000038,-7.019999981,-9.31000042,-4.019999981,-1.394999981,5.230000019,8.765000343,6.945000172,4.260000229,-1.11500001,-3.745000124,-10.50500011,-4.804999828,-9.979999542,-8.625,-8.404999733,-1.105000019,5.125,9.284999847,6.90500021,6.5,3.975000382,-7.960000038,-9.295000076,-9.93500042,-12.65500069,-3.720000267,-4.640000343,-0.294999838,4.640000343,7.350000382,6.46999979,3.555000067,-2.519999981,-8.23500061,-7.154999733,-9.819999695,-9.670000076,-8.635000229,-6.385000229,-1.064999819,2.134999991,9.409999847,6.625,1.595000029,-0.279999971,-2.934999943,-6.845000267,-9.454999924,-8.550000191,-13.57499981,-6.940000057,0.225000143,5.909999847,8.609999657,6.144999981,3.599999905,-1.494999886,-3.854999781,-7.274999619,-10.21500015,-9.329999924,-5.590000153,-4.605000019,0.639999867,5.019999981,8.770000458,8.18999958,2.950000286,-0.565000057,-2.650000095,-10.26499939,-10.64500046,-8.68500042,-7.465000153,-5.115000248,-1.819999933,5.025000095,8.059999466,8.019999504,4.520000458,0.270000219,-3.414999962,-8.835000038,-6.720000267,-10.5699997,-8.590000153,-5.975000382,2.100000143,1.379999876,9.069999695,6.5,6.150000095,-1.600000143,-3.240000248,-9.25,-9.069999695,-9.875,-8.619999886,-7.820000172,-4.630000114,4.440000057,8.875,6.679999828,5.390000343,-0.534999847,-6.610000134,-7.130000114,-6.889999867,-10.51499939,-9.050000191,-5.329999924,-4.210000038,2.799999714,7,8.050000191,5.175000191,1.424999952,-6.240000248,-8.085000038,-5.830000401,-9.090000153,-7.739999771,-4.490000248,0.544999838,5.045000076,7.474999905,9.720000267,6.425000191,1.389999867,-4.034999847,-9.48500061,-9.680000305,-10.72000027,-6.235000134,-3.059999943,0.859999895,7.184999943,9.25,7.099999905,3.775000095,-1.515000105,-4.200000286,-5.990000248,-3.34499979,-7.095000267,-5.654999733,-3.305000305,0.534999847,6.180000305,9.494999886,6.855000019,5.670000076,3.005000114,-3.035000324,-8.015000343,-6.085000038,-4.255000114,-4.394999981,-4.269999981,-2.799000025,6.509000301,5.899000168,8.075000763,5.429000378,0.944000065,-7.550000191,-10.48400021
Death Valley,24.46999931,11.9800005,15.11000061,17.28499985,27.58499908,26.59500122,33.34500122,35.88999939,37.65499878,32.08000183,26.45000076,18.17499924,11.47999954,24.23591614,9.159999847,19.09999847,18.8199997,22.11499977,29.06000137,32.47499847,35.65499878,36.81499863,32.38499832,27.18500137,17.33500099,10.72000027,24.20879173,10.3550005,14.36999989,18.02000046,23.61999893,28.41500092,33.66999817,38.47999954,37.4449997,30.77000046,28.02000046,14.78499985,12.55000019,23.796875,12.9649992,15.99500084,19,22.27000046,28.14500046,32.25499725,36.59999847,36.54999924,29.43500137,25.85499954,17.04500008,9.450000763,24.24375153,9.465000153,12.54500008,19.23500061,25.72500038,31.05999947,32.9449997,35.75,37.82500076,32.42499924,24.46999931,17.40500069,12.07500076,24.4814167,11.63999939,16.35000038,20.96000099,18.63999939,28.91500092,32.35499954,39.125,39.20000076,32.67499924,25.62000084,18.43000031,9.864999771,24.41920853,10.74500084,17.49500084,20.18000031,23.56500053,29.45499992,34.31000137,38.01000214,35.25499725,31.34000015,25.5,18.41500092,8.770000458,24.56858254,12.67499924,13.06000042,17.79500008,24.68000031,31.1949997,33.18500137,38.36499786,37.70999908,34.13000107,23.13500023,17.44000053,11.45499992,24.53591728,11.22500038,16.32500076,19.27500153,21.65500069,28.79500008,35.13000107,39.32500076,39.18000031,31.49500084,23.84499931,17.22500038,10.95499992,23.97749901,11.39999962,15.76499939,19.18499947,23.54999924,27.34000015,32.70000076,39.46500015,37.86000061,30.875,23.09499931,16.03499985,10.46500015,24.31254196,9.844999313,15.06499958,23.65000153,24.38999939,28.18999863,34.93000031,39.38999939,36.66999817,31.25500107,23.54500008,15.31500053,9.504999161,23.99379158,9.800000191,15.40999985,17.20999908,23.58499908,29.89500046,34.42000198,37.22499847,35.78499985,31.69999886,24.93500137,15.98499966,11.97000027,24.72691727,10.15999985,14.86000061,20.70999908,23.98999977,30.93000031,34.57999802,38.09999847,36.36000061,33.48999786,25.70500183,16.6949997,11.13999939,23.99458313,10.89999962,15.35499954,18.55999947,20.75499916,28.97499847,33.375,37.9449997,34.61999893,33.29000092,24.63999939,16.28000069,13.22999954,24.09600067,12.52499962,15.75500011,18.65999985,22.9449997,30.93000031,32.5,37.97000122,34.32500076,31.14999962,24.97500229,17.89500046,9.519999504,24.31599999,11.30500031,17.15000153,17.52499962,24.52000046,25.10499954,34.63500214,36.77999878,36.93499756,31.49499893,26.0150013,16.88500023,13.43999958,24.23125076,12.84999943,15.52000046,20.67499924,21.93999863,28.09000015,35.34000015,36.41999817,35.93499756,31.00999832,27.43499947,16.44000053,9.130000114,24.21479225,10.10499954,13.40999985,19.42499924,23.30500031,30.11499977,34,37.3199997,34.97500229,34.30999756,26.13000107,15.69999981,11.78000069,24.6048336,14.21500015,16.66500092,18.09000015,23.92499924,26.6949997,32.84500122,38.29000092,37.01000214,31.98500061,25.45999908,16.65500069,13.43000031,13.76000023,16.33499908,19.57500076,26.38000107,29.94000053,37.13500214,38.75,37.73500061,33.625,23.47000122,18.54500008,12.05999947,11.10000038,15.13999939,17.77999878,23.26000023,29.71500015,32.9449997,36.10499954,36.45500183,30.63000107,23.08500099,14.83499908,10.8550005,11.30000019,14.77499962,18.15499878,20.82500076,28.31499863,33.79999924,35.95000076,34.71500015,33.52000046,25.33499908,17.75,11.64500046,13.05500031,15.01000023,19.87000084,22.85000038,31.98500061,33.83499908,37.36999893,35.90499878,33.36500168,22.21500015,15.0699997,9.380000114,10.90499973,13.54500008,18.09000015,25.80500031,29.75,36.13000107,38.79999924,36.11999893,29.06499863,24.04999924,14.57999992,11.1449995,13.5,16.96999931,22.26499939,24.39500046,30.35499954,36.04499817,36.15000153,38.54499817,29.50499916,23.25500107,18.50499916,11.02500057,10.91499996,16.61000061,18.44000053,26.17000198,29.22499847,35.00500107,35.47499847,37.1949997,33.04999924,27.13999939,17.23500061,9.074999809,9.859999657,16.11000061,20.42499924,23.21500015,28.40999985,33.52999878,39.32499695,36.88999939,31.80999947,28.22000122,17.55500031,11.5,10.1449995,14.22000027,21.54999924,28.38000107,29.31500053,35.3199997,38.88500214,36.00499725,31.34000015,24.1949997,17.51499939,11.13500023,11.07999992,13.52999973,20.90500069,26.15000153,28.76499939,34.90499878,38.65000153,36.52000046,33.11000061,24.47500038,17.15499878,6.494999886,9.630000114,17.20000076,16.33499908,22.75500107,26.43000031,32.27999878,37.18000031,36.72999954,33.54500198,27.58499908,17.17499924,11.33500004,10.4800005,16.14999962,19.4449997,26.48500061,32.32500076,34.16999817,36.02500153,37.90999985,32.62999725,26.71000099,15.86499977,9.329999924,9.48500061,14.03000069,20.02999878,25.14500046,30.31499863,32.68000031,36.88000107,36.71500015,31.74000168,25.47999954,15.03499985,10.84000015,12.00999928,13.26499939,22.52000046,25.11000061,29.23999977,36.88999939,39.80500031,38.88000107,32.47000122,23.86999893,13.53499985,10.51500034,11.55000019,18.11499977,19.28499985,22.72500038,26.4449997,32.11999893,37.83499908,38.15000153,33.95000076,25.20999908,19.10499954,12.25,12.6949997,16.98999977,20.27999878,25.54999924,30.07999992,35.84500122,39.59999847,37.65000153,31.46500015,23.37999916,16.09499931,10.9800005,12.26500034,15.57999992,20.65499878,23.63499832,32.40000153,33.72000122,35.875,37.27000046,31.97999954,23.22500038,16.1949997,9.944999695,11,12.48999977,17.625,20.54500008,24.43000031,30.77500153,38.05500031,37.61500168,31.05500031,22.48999977,16.00500107,11.63499928,13.29500008,15.18000031,20.23500061,21.32999992,28.98500061,34.13500214,37.25,36.90999985,32.52999878,25.61499977,17.18000031,12.27000046,12.55000019,16.29999924,20.09000015,26.38000107,31.34000015,36.40499878,38.01000214,37.45999908,31.29499817,24.05500031,14.08500004,11.52000046,10.10499954,12.61999989,20.6949997,22,33.45500183,36.72999954,37.73500061,39.33000183,34.04999924,26.57500076,18.75499916,11.15999985,11.22999954,15.28499985,18.46500015,25.65999985,29.57500076,36.95000076,40.72499847,36.78499985,32.99499893,24.04499817,18.04500008,11.70499992,14.71000004,15,20.15999985,22.36499977,30.11999893,36.57500076,40.45500183,38.36000061,34.73500061,28.31500053,14.6949997,9.954999924,11,13.88499928,23.60000038,25.51000023,30.34999847,35.92499924,38.63999939,37.25999832,32.22499847,24.40499878,16.47999954,12.10499954,13.40499973,15.76500034,19.98999977,23.23999977,30.78499985,34.06500244,41.03499985,38.11999893,30.9449997,25.41500092,18.5,11.20000076,12.87000084,16.26000023,17.78499985,23.61499977,32.33000183,37.70000076,41.25499725,37.52000046,32.45999908,24.39500046,18.0699997,10.70499992,11.30499935,16.29500008,22.82999992,25.99499893,31.98500061,36.70000076,40.58000183,39.18499756,32.61999893,24.90499878,19.45000076,10.15999985,11.68000031,15.20499992,20.76000023,24.99000168,29.52000046,36.13999939,40.08000183,39.75499725,34.09500122,25.4449997,19.58499908,11.375,13.58500099,14.08500004,19.30999947,24.01999855,33.08499908,32.73999786,40.09500122,36.62999725,34.66500092,23.1949997,16.5699997,9.994999886,10.89999962,15.27999973,19.47500038,22.74499893,27.29999924,36.11499786,40.40499878,37.59999847,33.01499939,26.06000137,17.18499947,12.35999966,10.96999931,14.21000004,19.79500008,24.35000038,27.42499924,34.71500015,38.0699997,38.35499954,34.34500122,26.17499924,15.68499947,11.27499962,12.625,16.62000084,19.68000031,25.72999954,32.02999878,36.8199997,38.77000046,39.76499939,35.34000015,26.3199997,18.39500046,13.42499924,11.46500015,15.75499916,22.59000015,26.91500092,31.09000015,38.13999939,40.28499985,36.93000031,32.52999878,23.45999908,16.30500031,10.95999908,14.23999977,17.20000076,21.85499954,26.51000023,30.69000053,36.43000031,39.57999802,36.63500214,34.38999939,27.52499962,17.89500046,13.52000046,13.69999981,19.26000023,23.46999931,25.3199997,29.02000046,37.4940033,36.80900192,38.78900147,33.98000336,26.354002,15.4640007,9.840000153
